seqname	miRNA_ctr1.bed	miRNA_ctr2.bed	miRNA_ctr3.bed	miRNA_trt4.bed	miRNA_trt5.bed	miRNA_trt6.bed
ID=MI0004635;Alias=MI0004635;Name=mmu-mir-678	0	12	0	0	1	1
ID=MI0004636;Alias=MI0004636;Name=mmu-mir-497a	14	15	8	1	1	5
ID=MI0004637;Alias=MI0004637;Name=mmu-mir-423	397	388	154	344	333	681
ID=MI0004638;Alias=MI0004638;Name=mmu-mir-679	0	0	0	0	0	0
ID=MI0004639;Alias=MI0004639;Name=mmu-mir-495	0	0	0	0	0	0
ID=MI0004640;Alias=MI0004640;Name=mmu-mir-680-1	0	0	0	0	0	0
ID=MI0004641;Alias=MI0004641;Name=mmu-mir-680-2	0	0	0	0	0	0
ID=MI0004642;Alias=MI0004642;Name=mmu-mir-680-3	0	0	0	0	0	0
ID=MI0004643;Alias=MI0004643;Name=mmu-mir-681	0	0	0	0	0	0
ID=MI0004644;Alias=MI0004644;Name=mmu-mir-682	66	64	38	36	80	57
ID=MI0004645;Alias=MI0004645;Name=mmu-mir-449c	6	8	3	12	5	8
ID=MI0004646;Alias=MI0004646;Name=mmu-mir-683-1	0	0	0	0	0	0
ID=MI0004647;Alias=MI0004647;Name=mmu-mir-684-1	0	0	0	0	0	0
ID=MI0004648;Alias=MI0004648;Name=mmu-mir-684-2	0	0	0	0	0	2
ID=MI0004650;Alias=MI0004650;Name=mmu-mir-686	0	2	0	3	0	1
ID=MI0004651;Alias=MI0004651;Name=mmu-mir-719	1	0	0	1	2	7
ID=MI0004652;Alias=MI0004652;Name=mmu-mir-687	0	0	0	0	0	0
ID=MI0004653;Alias=MI0004653;Name=mmu-mir-688	0	0	0	0	0	0
ID=MI0004658;Alias=MI0004658;Name=mmu-mir-690	0	0	0	0	0	0
ID=MI0004659;Alias=MI0004659;Name=mmu-mir-691	0	0	0	0	0	0
ID=MI0004660;Alias=MI0004660;Name=mmu-mir-692-1	0	0	0	0	0	0
ID=MI0004661;Alias=MI0004661;Name=mmu-mir-692-2	4	7	1	0	8	14
ID=MI0004662;Alias=MI0004662;Name=mmu-mir-693	0	0	0	0	1	0
ID=MI0004664;Alias=MI0004664;Name=mmu-mir-694	0	1	0	0	0	0
ID=MI0004665;Alias=MI0004665;Name=mmu-mir-146b	80	41	3	360	469	54
ID=MI0004666;Alias=MI0004666;Name=mmu-mir-669b	0	0	0	0	0	2
ID=MI0004667;Alias=MI0004667;Name=mmu-mir-669a-2	0	2	4	0	0	0
ID=MI0004668;Alias=MI0004668;Name=mmu-mir-669a-3	3	5	0	0	0	5
ID=MI0004671;Alias=MI0004671;Name=mmu-mir-467b	3	0	0	0	0	0
ID=MI0004673;Alias=MI0004673;Name=mmu-mir-669c	13	8	5	8	8	9
ID=MI0004674;Alias=MI0004674;Name=mmu-mir-297b	4	1	1	3	0	0
ID=MI0004675;Alias=MI0004675;Name=mmu-mir-695	0	0	0	0	0	0
ID=MI0004676;Alias=MI0004676;Name=mmu-mir-499	4	5	1	9	9	5
ID=MI0004679;Alias=MI0004679;Name=mmu-mir-455	0	3	2	0	2	4
ID=MI0004680;Alias=MI0004680;Name=mmu-mir-491	0	0	0	0	0	0
ID=MI0004681;Alias=MI0004681;Name=mmu-mir-697	0	0	0	0	0	0
ID=MI0004682;Alias=MI0004682;Name=mmu-mir-698	0	0	0	0	0	0
ID=MI0004684;Alias=MI0004684;Name=mmu-mir-700	0	0	0	0	0	0
ID=MI0004685;Alias=MI0004685;Name=mmu-mir-701	1	0	0	0	0	0
ID=MI0004686;Alias=MI0004686;Name=mmu-mir-702	0	0	0	0	0	0
ID=MI0004687;Alias=MI0004687;Name=mmu-mir-703	2	11	0	0	7	16
ID=MI0004688;Alias=MI0004688;Name=mmu-mir-704	3	1	0	1	0	4
ID=MI0004689;Alias=MI0004689;Name=mmu-mir-705	0	3	0	0	0	3
ID=MI0004690;Alias=MI0004690;Name=mmu-mir-706	0	2	0	0	0	0
ID=MI0004691;Alias=MI0004691;Name=mmu-mir-707	0	0	0	0	0	0
ID=MI0004692;Alias=MI0004692;Name=mmu-mir-708	0	0	0	0	0	0
ID=MI0004693;Alias=MI0004693;Name=mmu-mir-709	0	1	0	0	0	0
ID=MI0004694;Alias=MI0004694;Name=mmu-mir-710	0	0	0	0	0	0
ID=MI0004695;Alias=MI0004695;Name=mmu-mir-711	0	0	0	0	0	0
ID=MI0004698;Alias=MI0004698;Name=mmu-mir-713	0	0	0	0	0	0
ID=MI0004702;Alias=MI0004702;Name=mmu-mir-500	0	0	0	0	0	0
ID=MI0004703;Alias=MI0004703;Name=mmu-mir-501	3	2	2	4	8	1
ID=MI0004704;Alias=MI0004704;Name=mmu-mir-717	0	0	1	0	0	0
ID=MI0004705;Alias=MI0004705;Name=mmu-mir-450b	0	0	1	0	1	0
ID=MI0004706;Alias=MI0004706;Name=mmu-mir-505	0	0	0	0	0	0
ID=MI0004707;Alias=MI0004707;Name=mmu-mir-718	1	2	6	0	3	0
ID=MI0004708;Alias=MI0004708;Name=mmu-mir-721	0	0	0	0	0	0
ID=MI0004965;Alias=MI0004965;Name=mmu-mir-652	8	9	2	3	0	7
ID=MI0005002;Alias=MI0005002;Name=mmu-mir-490	0	3	0	2	2	3
ID=MI0005003;Alias=MI0005003;Name=mmu-mir-676	94	96	49	61	90	95
ID=MI0005004;Alias=MI0005004;Name=mmu-mir-615	10	4	4	9	5	17
ID=MI0005203;Alias=MI0005203;Name=mmu-mir-804	1	0	0	0	0	3
ID=MI0005205;Alias=MI0005205;Name=mmu-mir-741	214	236	74	141	306	314
ID=MI0005206;Alias=MI0005206;Name=mmu-mir-742	1	1	2	2	9	1
ID=MI0005207;Alias=MI0005207;Name=mmu-mir-743a	48	43	13	26	30	35
ID=MI0005450;Alias=MI0005450;Name=mmu-mir-181d	19	25	14	13	28	55
ID=MI0005470;Alias=MI0005470;Name=mmu-mir-743b	1570	1321	692	1250	1722	1590
ID=MI0005471;Alias=MI0005471;Name=mmu-mir-871	4618	4130	2149	3035	4657	5652
ID=MI0005472;Alias=MI0005472;Name=mmu-mir-879	4	5	0	7	5	2
ID=MI0005473;Alias=MI0005473;Name=mmu-mir-880	62	57	34	49	37	38
ID=MI0005474;Alias=MI0005474;Name=mmu-mir-881	450	303	194	296	404	305
ID=MI0005475;Alias=MI0005475;Name=mmu-mir-882	0	0	0	0	0	0
ID=MI0005476;Alias=MI0005476;Name=mmu-mir-883a	109	91	47	51	71	78
ID=MI0005477;Alias=MI0005477;Name=mmu-mir-883b	20	26	12	22	18	20
ID=MI0005478;Alias=MI0005478;Name=mmu-mir-190b	17	11	2	3	14	6
ID=MI0005479;Alias=MI0005479;Name=mmu-mir-874	0	23	0	0	0	5
ID=MI0005480;Alias=MI0005480;Name=mmu-mir-876	0	0	0	0	0	0
ID=MI0005481;Alias=MI0005481;Name=mmu-mir-105	0	0	0	0	0	0
ID=MI0005482;Alias=MI0005482;Name=mmu-mir-147	3	19	1	3	11	6
ID=MI0005483;Alias=MI0005483;Name=mmu-mir-18b	0	0	0	0	0	1
ID=MI0005484;Alias=MI0005484;Name=mmu-mir-193b	2	2	2	0	1	5
ID=MI0005488;Alias=MI0005488;Name=mmu-mir-297a-3	0	0	0	0	0	0
ID=MI0005489;Alias=MI0005489;Name=mmu-mir-297a-4	0	2	0	0	0	0
ID=MI0005492;Alias=MI0005492;Name=mmu-mir-297c	3	2	0	0	0	0
ID=MI0005493;Alias=MI0005493;Name=mmu-mir-327	0	0	0	0	0	0
ID=MI0005494;Alias=MI0005494;Name=mmu-mir-343	0	2	0	0	0	0
ID=MI0005495;Alias=MI0005495;Name=mmu-mir-344-2	0	0	0	0	0	0
ID=MI0005496;Alias=MI0005496;Name=mmu-mir-421	5	2	3	6	1	0
ID=MI0005497;Alias=MI0005497;Name=mmu-mir-453	0	0	0	0	0	0
ID=MI0005498;Alias=MI0005498;Name=mmu-mir-465b-1	518	548	62	18	248	46
ID=MI0005499;Alias=MI0005499;Name=mmu-mir-465b-2	350	160	33	439	275	156
ID=MI0005500;Alias=MI0005500;Name=mmu-mir-465c-1	42	31	7	55	257	2
ID=MI0005501;Alias=MI0005501;Name=mmu-mir-465c-2	236	197	324	112	44	179
ID=MI0005502;Alias=MI0005502;Name=mmu-mir-466b-1	2	0	1	0	0	0
ID=MI0005503;Alias=MI0005503;Name=mmu-mir-466b-2	1	0	0	2	0	0
ID=MI0005504;Alias=MI0005504;Name=mmu-mir-466b-3	3	0	0	1	3	5
ID=MI0005505;Alias=MI0005505;Name=mmu-mir-466c-1	1	0	2	4	1	0
ID=MI0005506;Alias=MI0005506;Name=mmu-mir-466e	0	0	1	0	0	0
ID=MI0005507;Alias=MI0005507;Name=mmu-mir-466f-1	0	0	0	0	0	0
ID=MI0005508;Alias=MI0005508;Name=mmu-mir-466f-2	0	0	0	0	0	0
ID=MI0005509;Alias=MI0005509;Name=mmu-mir-466f-3	0	0	0	0	0	0
ID=MI0005510;Alias=MI0005510;Name=mmu-mir-466g	0	0	0	0	0	0
ID=MI0005511;Alias=MI0005511;Name=mmu-mir-466h	0	0	0	0	0	0
ID=MI0005512;Alias=MI0005512;Name=mmu-mir-467c	16	13	6	2	5	7
ID=MI0005513;Alias=MI0005513;Name=mmu-mir-467d	21	23	4	4	15	19
ID=MI0005514;Alias=MI0005514;Name=mmu-mir-493	1	0	0	0	1	2
ID=MI0005515;Alias=MI0005515;Name=mmu-mir-504	1	3	0	0	0	0
ID=MI0005516;Alias=MI0005516;Name=mmu-mir-509	0	0	0	0	0	0
ID=MI0005517;Alias=MI0005517;Name=mmu-mir-568	0	0	0	0	0	0
ID=MI0005518;Alias=MI0005518;Name=mmu-mir-574	0	6	1	2	0	2
ID=MI0005520;Alias=MI0005520;Name=mmu-mir-654	0	0	0	0	0	1
ID=MI0005521;Alias=MI0005521;Name=mmu-mir-92b	63	41	17	20	33	51
ID=MI0005546;Alias=MI0005546;Name=mmu-mir-466d	5	0	0	0	1	12
ID=MI0005547;Alias=MI0005547;Name=mmu-mir-449b	0	1	0	0	0	0
ID=MI0005548;Alias=MI0005548;Name=mmu-mir-878	232	191	128	148	206	231
ID=MI0005549;Alias=MI0005549;Name=mmu-mir-872	210	196	85	141	233	179
ID=MI0005550;Alias=MI0005550;Name=mmu-mir-873a	0	0	0	0	0	0
ID=MI0005551;Alias=MI0005551;Name=mmu-mir-875	1	0	0	0	0	0
ID=MI0005552;Alias=MI0005552;Name=mmu-mir-208b	1	0	0	2	4	0
ID=MI0005553;Alias=MI0005553;Name=mmu-mir-877	0	1	0	1	1	6
ID=MI0005554;Alias=MI0005554;Name=mmu-mir-511	0	2	0	0	0	0
ID=MI0005555;Alias=MI0005555;Name=mmu-mir-544	0	0	0	0	0	0
ID=MI0005556;Alias=MI0005556;Name=mmu-mir-598	4	1	3	3	3	0
ID=MI0005557;Alias=MI0005557;Name=mmu-mir-653	0	0	0	0	0	0
ID=MI0006127;Alias=MI0006127;Name=mmu-mir-582	2	0	0	0	0	1
ID=MI0006128;Alias=MI0006128;Name=mmu-mir-467e	11	12	7	1	7	10
ID=MI0006278;Alias=MI0006278;Name=mmu-mir-466l	0	0	0	0	0	0
ID=MI0006279;Alias=MI0006279;Name=mmu-mir-669k	0	0	0	0	0	0
ID=MI0006280;Alias=MI0006280;Name=mmu-mir-669g	0	0	0	0	0	0
ID=MI0006281;Alias=MI0006281;Name=mmu-mir-669d	2	0	1	0	0	0
ID=MI0006282;Alias=MI0006282;Name=mmu-mir-466i	0	0	0	0	0	1
ID=MI0006283;Alias=MI0006283;Name=mmu-mir-1b	0	0	0	0	1	0
ID=MI0006285;Alias=MI0006285;Name=mmu-mir-1187	0	0	0	0	0	0
ID=MI0006286;Alias=MI0006286;Name=mmu-mir-669j	0	0	0	0	0	0
ID=MI0006287;Alias=MI0006287;Name=mmu-mir-669f	1	0	0	0	0	0
ID=MI0006288;Alias=MI0006288;Name=mmu-mir-669i	0	0	0	0	0	0
ID=MI0006289;Alias=MI0006289;Name=mmu-mir-669h	0	0	0	0	0	0
ID=MI0006290;Alias=MI0006290;Name=mmu-mir-1188	0	0	0	0	2	4
ID=MI0006291;Alias=MI0006291;Name=mmu-mir-466f-4	0	0	0	0	0	0
ID=MI0006292;Alias=MI0006292;Name=mmu-mir-466k	0	0	0	0	0	0
ID=MI0006293;Alias=MI0006293;Name=mmu-mir-467f	0	1	0	0	0	0
ID=MI0006294;Alias=MI0006294;Name=mmu-mir-1190	0	0	0	0	0	0
ID=MI0006295;Alias=MI0006295;Name=mmu-mir-466j	0	0	0	0	0	0
ID=MI0006296;Alias=MI0006296;Name=mmu-mir-1191a	0	0	0	0	1	0
ID=MI0006297;Alias=MI0006297;Name=mmu-mir-1192	0	0	0	0	0	0
ID=MI0006298;Alias=MI0006298;Name=mmu-mir-1193	0	0	0	0	0	1
ID=MI0006300;Alias=MI0006300;Name=mmu-mir-669e	0	0	0	0	2	0
ID=MI0006301;Alias=MI0006301;Name=mmu-mir-467g	0	0	0	0	0	0
ID=MI0006302;Alias=MI0006302;Name=mmu-mir-467h	0	0	0	0	0	0
ID=MI0006303;Alias=MI0006303;Name=mmu-mir-1195	0	0	0	1	0	0
ID=MI0006305;Alias=MI0006305;Name=mmu-mir-1197	0	0	0	0	0	0
ID=MI0006306;Alias=MI0006306;Name=mmu-mir-1198	4	5	0	2	2	0
ID=MI0006307;Alias=MI0006307;Name=mmu-mir-1199	2	0	1	5	0	20
ID=MI0008313;Alias=MI0008313;Name=mmu-mir-1902	0	1	0	0	0	0
ID=MI0008314;Alias=MI0008314;Name=mmu-mir-1897	0	0	0	0	0	0
ID=MI0008315;Alias=MI0008315;Name=mmu-mir-1905	0	1	0	0	0	0
ID=MI0008316;Alias=MI0008316;Name=mmu-mir-1895	0	0	0	0	0	0
ID=MI0008317;Alias=MI0008317;Name=mmu-mir-1903	1	2	0	0	0	0
ID=MI0008318;Alias=MI0008318;Name=mmu-mir-1899	0	64	0	0	0	0
ID=MI0008319;Alias=MI0008319;Name=mmu-mir-1900	0	0	1	0	1	0
ID=MI0008320;Alias=MI0008320;Name=mmu-mir-1892	1	5	2	3	2	7
ID=MI0008321;Alias=MI0008321;Name=mmu-mir-1906-1	0	1	1	0	1	2
ID=MI0008322;Alias=MI0008322;Name=mmu-mir-1896	0	0	0	0	0	0
ID=MI0008323;Alias=MI0008323;Name=mmu-mir-1904	0	0	0	0	0	0
ID=MI0008324;Alias=MI0008324;Name=mmu-mir-1898	2	0	0	0	0	0
ID=MI0008325;Alias=MI0008325;Name=mmu-mir-1907	1	0	0	0	1	0
ID=MI0008326;Alias=MI0008326;Name=mmu-mir-1894	2	0	0	0	1	1
ID=MI0008327;Alias=MI0008327;Name=mmu-mir-1893	3	3	0	0	3	2
ID=MI0008328;Alias=MI0008328;Name=mmu-mir-1901	0	2	0	0	4	0
ID=MI0009914;Alias=MI0009914;Name=mmu-mir-1927	1	0	1	0	0	0
ID=MI0009917;Alias=MI0009917;Name=mmu-mir-1928	0	1	0	0	0	0
ID=MI0009918;Alias=MI0009918;Name=mmu-mir-1929	0	3	0	0	0	0
ID=MI0009919;Alias=MI0009919;Name=mmu-mir-1930	1	0	2	0	2	0
ID=MI0009920;Alias=MI0009920;Name=mmu-mir-1931	0	1	0	0	0	0
ID=MI0009921;Alias=MI0009921;Name=mmu-mir-1932	0	0	0	0	0	2
ID=MI0009922;Alias=MI0009922;Name=mmu-mir-1933	1	6	2	1	0	1
ID=MI0009923;Alias=MI0009923;Name=mmu-mir-1934	0	0	0	1	0	0
ID=MI0009925;Alias=MI0009925;Name=mmu-mir-1936	0	2	0	0	0	5
ID=MI0009927;Alias=MI0009927;Name=mmu-mir-1938	6	6	3	1	9	5
ID=MI0009930;Alias=MI0009930;Name=mmu-mir-1941	0	0	0	0	0	0
ID=MI0009931;Alias=MI0009931;Name=mmu-mir-1942	0	0	0	0	0	0
ID=MI0009932;Alias=MI0009932;Name=mmu-mir-1943	0	0	1	0	0	0
ID=MI0009934;Alias=MI0009934;Name=mmu-mir-1945	0	0	1	1	1	3
ID=MI0009935;Alias=MI0009935;Name=mmu-mir-1306	3	5	0	0	3	5
ID=MI0009936;Alias=MI0009936;Name=mmu-mir-1946a	0	0	0	0	0	0
ID=MI0009937;Alias=MI0009937;Name=mmu-mir-1947	2	6	2	3	10	5
ID=MI0009939;Alias=MI0009939;Name=mmu-mir-1948	0	0	0	0	1	0
ID=MI0009940;Alias=MI0009940;Name=mmu-mir-1949	1	1	1	0	1	2
ID=MI0009941;Alias=MI0009941;Name=mmu-mir-1950	0	0	0	0	0	0
ID=MI0009942;Alias=MI0009942;Name=mmu-mir-669l	1	3	2	1	1	3
ID=MI0009943;Alias=MI0009943;Name=mmu-mir-669m-1	4	0	1	0	0	0
ID=MI0009944;Alias=MI0009944;Name=mmu-mir-669m-2	0	3	0	0	1	0
ID=MI0009945;Alias=MI0009945;Name=mmu-mir-669o	4	4	1	2	1	4
ID=MI0009946;Alias=MI0009946;Name=mmu-mir-1951	0	0	0	0	0	0
ID=MI0009947;Alias=MI0009947;Name=mmu-mir-1952	0	1	0	0	0	0
ID=MI0009948;Alias=MI0009948;Name=mmu-mir-1953	0	0	0	0	0	0
ID=MI0009949;Alias=MI0009949;Name=mmu-mir-1954	0	3	0	0	0	0
ID=MI0009950;Alias=MI0009950;Name=mmu-mir-1955	0	0	0	0	4	0
ID=MI0009951;Alias=MI0009951;Name=mmu-mir-669n	0	0	0	0	0	0
ID=MI0009952;Alias=MI0009952;Name=mmu-mir-1956	8	7	5	10	16	10
ID=MI0009955;Alias=MI0009955;Name=mmu-mir-1958	0	0	0	0	0	0
ID=MI0009957;Alias=MI0009957;Name=mmu-mir-1960	0	0	0	0	0	0
ID=MI0009958;Alias=MI0009958;Name=mmu-mir-1961	0	0	0	0	0	0
ID=MI0009959;Alias=MI0009959;Name=mmu-mir-1962	0	0	0	0	0	0
ID=MI0009960;Alias=MI0009960;Name=mmu-mir-1963	0	0	0	0	0	0
ID=MI0009961;Alias=MI0009961;Name=mmu-mir-1964	0	0	0	0	0	1
ID=MI0009963;Alias=MI0009963;Name=mmu-mir-1966	0	0	0	0	0	0
ID=MI0009964;Alias=MI0009964;Name=mmu-mir-1967	0	0	0	0	0	0
ID=MI0009965;Alias=MI0009965;Name=mmu-mir-1968	1	0	0	0	0	0
ID=MI0009966;Alias=MI0009966;Name=mmu-mir-1969	0	1	1	0	1	1
ID=MI0009967;Alias=MI0009967;Name=mmu-mir-1946b	0	0	0	0	0	0
ID=MI0009968;Alias=MI0009968;Name=mmu-mir-1970	0	0	0	0	0	1
ID=MI0009970;Alias=MI0009970;Name=mmu-mir-1971	0	0	0	0	0	0
ID=MI0009990;Alias=MI0009990;Name=mmu-mir-1983	6	6	4	0	2	4
ID=MI0009991;Alias=MI0009991;Name=mmu-mir-1839	112	116	70	113	141	118
ID=MI0009992;Alias=MI0009992;Name=mmu-mir-1981	2	1	0	0	1	1
ID=MI0009993;Alias=MI0009993;Name=mmu-mir-1982	5	6	1	7	1	10
ID=MI0010690;Alias=MI0010690;Name=mmu-mir-683-2	0	0	0	0	0	0
ID=MI0010749;Alias=MI0010749;Name=mmu-mir-2136	0	0	0	0	0	0
ID=MI0010750;Alias=MI0010750;Name=mmu-mir-2137	2	2	0	6	4	2
ID=MI0010752;Alias=MI0010752;Name=mmu-mir-2139	0	0	0	0	0	0
ID=MI0012528;Alias=MI0012528;Name=mmu-mir-432	0	0	0	0	0	0
ID=MI0012529;Alias=MI0012529;Name=mmu-mir-599	0	0	0	0	1	0
ID=MI0012530;Alias=MI0012530;Name=mmu-mir-767	0	0	0	0	0	0
ID=MI0012531;Alias=MI0012531;Name=mmu-mir-664	2	2	1	0	6	4
ID=MI0013007;Alias=MI0013007;Name=mmu-mir-2861	0	0	1	2	3	2
ID=MI0014020;Alias=MI0014020;Name=mmu-mir-3057	5	1	0	3	3	1
ID=MI0014021;Alias=MI0014021;Name=mmu-mir-1251	0	0	1	0	0	1
ID=MI0014022;Alias=MI0014022;Name=mmu-mir-3060	0	1	0	0	1	0
ID=MI0014023;Alias=MI0014023;Name=mmu-mir-3061	0	1	1	0	0	0
ID=MI0014024;Alias=MI0014024;Name=mmu-mir-3062	0	5	0	4	4	0
ID=MI0014025;Alias=MI0014025;Name=mmu-mir-3063	0	0	0	0	0	0
ID=MI0014026;Alias=MI0014026;Name=mmu-mir-3064	2	0	4	0	3	7
ID=MI0014027;Alias=MI0014027;Name=mmu-mir-3065	3	1	2	6	10	0
ID=MI0014028;Alias=MI0014028;Name=mmu-mir-3066	1	3	1	2	4	0
ID=MI0014029;Alias=MI0014029;Name=mmu-mir-3067	0	0	0	0	1	0
ID=MI0014030;Alias=MI0014030;Name=mmu-mir-3068	159	119	19	63	118	69
ID=MI0014031;Alias=MI0014031;Name=mmu-mir-3069	0	0	0	0	0	1
ID=MI0014032;Alias=MI0014032;Name=mmu-mir-3070-1	0	0	0	0	0	0
ID=MI0014033;Alias=MI0014033;Name=mmu-mir-3070-2	0	1	0	0	0	2
ID=MI0014034;Alias=MI0014034;Name=mmu-mir-3071	11	9	15	0	12	9
ID=MI0014035;Alias=MI0014035;Name=mmu-mir-3072	1	2	1	0	0	0
ID=MI0014036;Alias=MI0014036;Name=mmu-mir-3073a	5	1	2	0	5	2
ID=MI0014037;Alias=MI0014037;Name=mmu-mir-3074-1	11	8	0	3	3	14
ID=MI0014038;Alias=MI0014038;Name=mmu-mir-3075	0	0	0	0	0	0
ID=MI0014039;Alias=MI0014039;Name=mmu-mir-3076	0	0	0	0	0	0
ID=MI0014040;Alias=MI0014040;Name=mmu-mir-3077	0	2	0	0	1	0
ID=MI0014041;Alias=MI0014041;Name=mmu-mir-3078	0	0	0	0	0	0
ID=MI0014042;Alias=MI0014042;Name=mmu-mir-3079	0	0	0	1	1	2
ID=MI0014043;Alias=MI0014043;Name=mmu-mir-3080	0	0	0	0	0	0
ID=MI0014044;Alias=MI0014044;Name=mmu-mir-3081	0	6	1	3	3	7
ID=MI0014045;Alias=MI0014045;Name=mmu-mir-3082	3	2	1	0	0	0
ID=MI0014046;Alias=MI0014046;Name=mmu-mir-3083	0	0	0	0	0	0
ID=MI0014047;Alias=MI0014047;Name=mmu-mir-3084-1	0	10	3	0	5	9
ID=MI0014048;Alias=MI0014048;Name=mmu-mir-3085	0	0	0	0	0	0
ID=MI0014049;Alias=MI0014049;Name=mmu-mir-3086	2	0	1	0	0	0
ID=MI0014050;Alias=MI0014050;Name=mmu-mir-466m	0	0	1	0	0	0
ID=MI0014051;Alias=MI0014051;Name=mmu-mir-669d-2	1	1	1	0	1	0
ID=MI0014052;Alias=MI0014052;Name=mmu-mir-466o	0	0	0	0	0	0
ID=MI0014053;Alias=MI0014053;Name=mmu-mir-467a-2	0	8	0	0	0	0
ID=MI0014054;Alias=MI0014054;Name=mmu-mir-669a-4	0	9	0	0	0	2
ID=MI0014055;Alias=MI0014055;Name=mmu-mir-669a-5	0	0	0	0	0	13
ID=MI0014056;Alias=MI0014056;Name=mmu-mir-467a-3	2	0	0	0	1	0
ID=MI0014057;Alias=MI0014057;Name=mmu-mir-466c-2	4	2	0	0	1	9
ID=MI0014058;Alias=MI0014058;Name=mmu-mir-669a-6	0	2	0	0	9	0
ID=MI0014059;Alias=MI0014059;Name=mmu-mir-467a-4	6	0	0	0	2	2
ID=MI0014060;Alias=MI0014060;Name=mmu-mir-466b-4	1	0	0	0	0	2
ID=MI0014061;Alias=MI0014061;Name=mmu-mir-669a-7	0	0	1	4	0	1
ID=MI0014062;Alias=MI0014062;Name=mmu-mir-467a-5	0	2	1	8	10	11
ID=MI0014063;Alias=MI0014063;Name=mmu-mir-466b-5	0	8	0	0	0	0
ID=MI0014064;Alias=MI0014064;Name=mmu-mir-669p-1	2	0	0	0	0	13
ID=MI0014065;Alias=MI0014065;Name=mmu-mir-467a-6	0	0	0	0	0	0
ID=MI0014066;Alias=MI0014066;Name=mmu-mir-669a-8	6	12	1	0	0	0
ID=MI0014067;Alias=MI0014067;Name=mmu-mir-466b-6	0	0	0	0	1	0
ID=MI0014068;Alias=MI0014068;Name=mmu-mir-669a-9	1	0	6	1	0	0
ID=MI0014069;Alias=MI0014069;Name=mmu-mir-467a-7	2	0	0	0	0	0
ID=MI0014070;Alias=MI0014070;Name=mmu-mir-466b-7	7	0	0	0	3	0
ID=MI0014071;Alias=MI0014071;Name=mmu-mir-669p-2	0	9	0	0	0	0
ID=MI0014072;Alias=MI0014072;Name=mmu-mir-467a-8	0	0	0	0	1	2
ID=MI0014073;Alias=MI0014073;Name=mmu-mir-669a-10	1	0	0	7	3	21
ID=MI0014074;Alias=MI0014074;Name=mmu-mir-467a-9	1	1	0	0	0	1
ID=MI0014075;Alias=MI0014075;Name=mmu-mir-669a-11	0	0	0	0	9	0
ID=MI0014076;Alias=MI0014076;Name=mmu-mir-467a-10	0	0	0	0	0	0
ID=MI0014077;Alias=MI0014077;Name=mmu-mir-669a-12	0	2	0	0	8	5
ID=MI0014078;Alias=MI0014078;Name=mmu-mir-466p	0	0	0	0	0	0
ID=MI0014079;Alias=MI0014079;Name=mmu-mir-466n	5	0	2	1	4	3
ID=MI0014080;Alias=MI0014080;Name=mmu-mir-3087	2	0	0	2	1	1
ID=MI0014081;Alias=MI0014081;Name=mmu-mir-3088	2	1	2	2	0	0
ID=MI0014082;Alias=MI0014082;Name=mmu-mir-3089	1	0	0	0	0	0
ID=MI0014083;Alias=MI0014083;Name=mmu-mir-3090	0	0	1	0	0	0
ID=MI0014084;Alias=MI0014084;Name=mmu-mir-3091	0	2	0	1	0	4
ID=MI0014085;Alias=MI0014085;Name=mmu-mir-3092	0	1	0	0	1	0
ID=MI0014086;Alias=MI0014086;Name=mmu-mir-3093	1	0	0	0	1	0
ID=MI0014087;Alias=MI0014087;Name=mmu-mir-3094	0	0	0	0	0	2
ID=MI0014088;Alias=MI0014088;Name=mmu-mir-3095	0	0	0	0	0	0
ID=MI0014090;Alias=MI0014090;Name=mmu-mir-3097	0	0	1	0	0	0
ID=MI0014091;Alias=MI0014091;Name=mmu-mir-3098	0	1	0	0	0	0
ID=MI0014092;Alias=MI0014092;Name=mmu-mir-3100	0	2	0	0	0	0
ID=MI0014093;Alias=MI0014093;Name=mmu-mir-3101	0	0	0	0	0	0
ID=MI0014094;Alias=MI0014094;Name=mmu-mir-344e	0	0	0	0	0	0
ID=MI0014095;Alias=MI0014095;Name=mmu-mir-344b	0	0	0	0	0	0
ID=MI0014096;Alias=MI0014096;Name=mmu-mir-344c	0	0	0	0	0	0
ID=MI0014097;Alias=MI0014097;Name=mmu-mir-344g	0	0	0	0	0	0
ID=MI0014098;Alias=MI0014098;Name=mmu-mir-344f	0	0	0	0	0	0
ID=MI0014099;Alias=MI0014099;Name=mmu-mir-3102	0	0	0	0	0	0
ID=MI0014100;Alias=MI0014100;Name=mmu-mir-3103	0	2	0	0	0	0
ID=MI0014101;Alias=MI0014101;Name=mmu-mir-3104	0	0	1	0	0	0
ID=MI0014102;Alias=MI0014102;Name=mmu-mir-3105	2	0	0	0	2	0
ID=MI0014103;Alias=MI0014103;Name=mmu-mir-486b	132	144	72	111	170	158
ID=MI0014104;Alias=MI0014104;Name=mmu-mir-3074-2	16	27	4	6	7	14
ID=MI0014105;Alias=MI0014105;Name=mmu-mir-3108	0	0	0	0	0	0
ID=MI0014106;Alias=MI0014106;Name=mmu-mir-3109	0	0	0	0	0	0
ID=MI0014107;Alias=MI0014107;Name=mmu-mir-3110	0	0	0	2	0	1
ID=MI0014108;Alias=MI0014108;Name=mmu-mir-374c	30	32	11	21	42	19
ID=MI0014109;Alias=MI0014109;Name=mmu-mir-3112	0	0	0	0	0	0
